ERROR:root:libaio libaio-0:0.3.109-12.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:watchdog watchdog-0:5.13-11.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:yum yum-0:3.4.3-125.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-Time-Local perl-Time-Local-0:1.2300-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libnetfilter_conntrack libnetfilter_conntrack-0:1.0.4-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:Red_Hat_Enterprise_Linux-Release_Notes-7-fr-FR Red_Hat_Enterprise_Linux-Release_Notes-7-fr-FR-0:1.0-9.2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:sblim-cmpi-params sblim-cmpi-params-0:1.3.0-10.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:hunspell-nr hunspell-nr-0:0.20091030-6.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:man-pages-fr man-pages-fr-0:3.52-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:tn5250 tn5250-0:0.17.4-10.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:numad numad-0:0.5-14.20140620git.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-Date-Manip perl-Date-Manip-0:6.41-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:freetype freetype-0:2.4.11-10.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:sssd sssd-0:1.12.2-58.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:gnome-dictionary gnome-dictionary-0:3.8.0-4.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:gnome-themes-standard gnome-themes-standard-0:3.8.4-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:mstflint mstflint-0:3.7.1-1.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:initscripts initscripts-0:9.49.24-1.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:clutter-gtk clutter-gtk-0:1.4.4-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:sysstat sysstat-0:10.1.5-7.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:python-kitchen python-kitchen-0:1.1.1-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:gstreamer-plugins-bad-free gstreamer-plugins-bad-free-0:0.10.23-20.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libcanberra libcanberra-0:0.30-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:cairo cairo-0:1.12.14-6.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:dnssec-trigger dnssec-trigger-0:0.11-21.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libgweather libgweather-0:3.8.2-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libwpg libwpg-0:0.2.2-4.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:python-krbV python-krbV-0:1.0.90-8.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:mod_authnz_pam mod_authnz_pam-0:0.9.3-1.ael7b.src No repo found.
ERROR:root:man-pages-overrides man-pages-overrides-0:7.1.3-1.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:dosfstools dosfstools-0:3.0.20-9.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libassuan libassuan-0:2.1.0-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:hunspell-tet hunspell-tet-0:0.20050108-10.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libXdmcp libXdmcp-0:1.1.1-6.1.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:orc orc-0:0.4.17-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:nettle nettle-0:2.7.1-4.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:openmpi openmpi-0:1.6.4-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libsrtp libsrtp-0:1.4.4-10.20101004cvs.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:ledmon ledmon-0:0.79-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:apache-commons-pool apache-commons-pool-0:1.6-9.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:filebench filebench-0:1.4.9.1-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:keepalived keepalived-0:1.2.13-6.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-ExtUtils-ParseXS perl-ExtUtils-ParseXS-1:3.18-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:ipa ipa-0:4.1.0-18.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:libnetfilter_queue libnetfilter_queue-0:1.0.2-1.ael7b.src No repo found.
ERROR:root:flac flac-0:1.3.0-4.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:less less-0:458-8.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:docbook-style-dsssl docbook-style-dsssl-0:1.79-17.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-srpm-macros perl-srpm-macros-0:1-8.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:systemd systemd-0:208-20.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:geronimo-jms geronimo-jms-0:1.1.1-19.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:bash bash-0:4.2.46-12.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:rng-tools rng-tools-0:5-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:openslp openslp-1:2.0.0-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:ibus-rawcode ibus-rawcode-0:1.3.2-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-ExtUtils-MakeMaker perl-ExtUtils-MakeMaker-0:6.68-3.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:kurdit-unikurd-web-fonts kurdit-unikurd-web-fonts-0:20020502-11.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:pth pth-0:2.0.7-23.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:sblim-cmpi-nfsv3 sblim-cmpi-nfsv3-0:1.1.1-9.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:authconfig authconfig-0:6.2.8-9.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:graphite2 graphite2-0:1.2.2-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-DateTime-Format-DateParse perl-DateTime-Format-DateParse-0:0.05-5.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:polkit-pkla-compat polkit-pkla-compat-0:0.1-4.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:apache-commons-daemon apache-commons-daemon-0:1.0.13-6.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:GConf2 GConf2-0:3.2.6-8.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:grep grep-0:2.20-1.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-Net-SMTP-SSL perl-Net-SMTP-SSL-0:1.01-13.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
ERROR:root:perl-Params-Check perl-Params-Check-1:0.38-2.ael7b.src Have srpm name repo, no release_id(rhel-le-7.1) branch.
